ID,INDIVIDUAL_ID,DATE,REGION,REEF,ZONING,SPECIES,LIFE_STAGE,FL,TL,Period
Plec05_F05,T26313,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,313,330,D
Plec46_A05,P.Ad-01660,28/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,315,335,D
Plec04_A03,BP_003,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,315,330,D
Plec04_A05,BP_005,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,318,333,D
Plec04_A04,BP_004,28/02/2009,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,319,336,D
Plec05_B11,T26617,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,319,340,D
Plec30_A06,P.Ad-01244,02/06/2012,Keppel Islands,North Keppel Blue,HPZ,P. maculatus,Adult,320,341,D
Plec03_D01,T19289,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,320,338,D
Plec06_F11,T01321,23/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,320,335,D
Plec03_G10,T25281,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,322,342,D
Plec30_G02,P.Ad-01315,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,324,345,D
Plec03_D06,T26423,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,325,350,D
Plec05_G07,T01023,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,325,345,D
Plec04_A01,BP_001,25/02/2009,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,326,345.125,D
Plec01_G10,T00802,20/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,327,345,D
Plec05_G01,T01022,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,327,347,D
Plec01_H06,T32143,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,328,350,D
Plec03_E01,T16445,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,332,350,D
Plec05_A11,T26990,02/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,333,355,D
Plec01_H02,T26105,25/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,334,350,D
Plec03_F12,T25996,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,335,349,D
Plec05_A09,T33338,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,335,354,D
Plec05_F03,T26684,31/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,335,360,D
Plec01_C08,T33220,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,337,359,D
Plec29_H05,P.Ad-01212,19/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,340,355,D
Plec05_D01,T01054,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,340,355,D
Plec31_B10,P.Ad-01358,22/05/2012,Keppel Islands,Miall Is,HPZ,P. maculatus,Adult,344,366,D
Plec01_E03,T26244,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,344,366,D
Plec46_A12,P.Ad-01709,03/06/2012,Keppel Islands,Wyndham Cove,HPZ,P. maculatus,Adult,345,365,D
Plec30_G06,P.Ad-01319,21/05/2012,Keppel Islands,Miall Is,HPZ,P. maculatus,Adult,346,365,D
Plec05_G04,T16586,30/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,346,366,D
Plec05_A02,T26200,28/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,348,361,D
Plec03_G07,T25219,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,350,372,D
Plec05_C05,T25307,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,350,365,D
Plec05_D05,T15858,26/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,350,375,D
Plec03_C01,T26519,26/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,353,370,D
Plec31_H06,P.Ad-01469,20/05/2012,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,355,370,D
Plec03_D11,T25328,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,355,375,D
Plec05_B04,T26905,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,356,374,D
Plec05_H10,T32146,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,356,375,D
Plec30_G03,P.Ad-01316,19/05/2012,Keppel Islands,40 Acre Paddock,HPZ,P. maculatus,Adult,359,382,D
Plec01_B03,T33590,03/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,359,378,D
Plec05_G05,T01859,28/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,359,381,D
Plec01_B06,T33157,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,360,372,D
Plec01_C05,T25622,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,360,382,D
Plec01_C10,T33241,01/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,360,378,D
Plec01_F11,T01647,27/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,360,380,D
Plec03_E03,T19285,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,360,380,D
Plec03_E04,T16564,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,360,380,D
Plec03_G03,T26782,30/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,360,379,D
Plec02_G07,T25969,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,364,385,D
Plec01_B01,T33243,01/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,365,385,D
Plec05_E06,T25163,22/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,365,390,D
Plec03_G05,T01896,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,366,391,D
Plec01_A12,T33255,03/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,367,398,D
Plec05_C02,T19400,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,367,387,D
Plec01_C07,T26892,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,368,380,D
Plec03_E12,T33109,31/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,370,390,D
Plec05_B02,T33337,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,370,390,D
Plec05_D10,T26407,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,370,396,D
Plec05_H06,T25276,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,370,391,D
Plec06_H04,T16027,28/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,370,390,D
Plec05_B06,T26310,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,371,395,D
Plec30_F11,P.Ad-01312,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,372,397,D
Plec02_G04,T26531,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,372,395,D
Plec02_H02,T16213,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,372,396,D
Plec05_D06,T01905,25/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,372,393,D
Plec01_G04,T00841,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,373,391,D
Plec02_G09,T16033,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,375,390,D
Plec03_A01,T16039,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,375,390,D
Plec03_E08,T16182,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,375,392,D
Plec05_B10,T25593,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,375,392,D
Plec06_G09,T16556,29/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,375,395,D
Plec01_A05,T25132,25/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,376,401,D
Plec03_F07,T26433,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,376,396,D
Plec05_E04,T25987,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,376,395,D
Plec05_G02,T00732,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,377,392,D
Plec30_G01,P.Ad-01314,19/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,380,402,D
Plec03_C12,T26771,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,380,410,D
Plec03_H06,T26331,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,380,398,D
Plec05_H08,T26771,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,380,410,D
Plec05_A05,T33670,02/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,381,404,D
Plec02_H09,T15789,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,384,401,D
Plec03_A05,T26563,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,385,411,D
Plec03_G04,T26629,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,385,408,D
Plec05_B01,T26311,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,386,419,D
Plec03_B03,T26364,26/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,388,412,D
Plec05_F08,T01019,22/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,389,409,D
Plec01_G01,T01470,25/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,390,410,D
Plec02_H06,T16002,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,390,410,D
Plec03_A07,T26127,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,390,415,D
Plec03_B11,T16002,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,390,410,D
Plec03_D04,T26090,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,390,410,D
Plec03_E10,T16565,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,390,410,D
Plec05_B07,T25730,25/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,390,410,D
Plec05_E08,T26127,25/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,390,415,D
Plec03_B06,T26318,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,393,420,D
Plec05_E03,T26461,31/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,394,419,D
Plec01_C12,T25378,22/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,395,428,D
Plec01_F02,T00011,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,395,410,D
Plec03_C04,T25274,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,395,417,D
Plec03_H07,T25274,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,395,417,D
Plec05_D07,T01818,26/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,395,415,D
Plec05_D09,T25316,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,395,417,D
Plec30_A05,P.Ad-01243,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,397,421,D
Plec05_A07,T26654,29/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,397,430,D
Plec05_G06,T16404,29/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,397,424,D
Plec01_B07,T33161,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,398,420,D
Plec03_B08,T25275,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,399,422,D
Plec03_C11,T25965,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,399,402,D
Plec03_G01,T25283,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,399,421,D
Plec30_H09,P.Ad-01334,21/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,400,425,D
Plec01_D05,T26900,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,400,427,D
Plec01_E02,T26863,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,400,418,D
Plec03_F08,T33113,31/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,400,425,D
Plec05_E10,T25732,25/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,400,420,D
Plec05_H07,T25329,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,400,422,D
Plec06_H03,T16023,28/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,400,420,D
Plec03_G09,T26120,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,402,425,D
Plec03_G11,T26787,30/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,402,425,D
Plec03_D03,T25202,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,403,428,D
Plec06_F12,T15674,26/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,403,423,D
Plec03_A02,T26516,26/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,404,428,D
Plec03_F01,T26558,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,404,431,D
Plec30_H06,P.Ad-01331,20/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,405,425,D
Plec05_F09,T16584,30/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,405,431,D
Plec05_B12,T26978,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,407,430,D
Plec01_D01,T26899,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,408,421,D
Plec31_B11,P.Ad-01359,22/05/2012,Keppel Islands,Miall Is,HPZ,P. maculatus,Adult,409,431,D
Plec01_D09,T26111,25/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,410,430,D
Plec05_E11,T19387,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,410,433,D
Plec01_E12,T19748,28/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,412,430,D
Plec03_A06,T26293,27/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,414,440,D
Plec01_A08,T26910,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,415,437,D
Plec03_B09,T25838,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,415,439,D
Plec03_D08,T25216,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,415,436,D
Plec01_D03,T26906,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,416,434,D
Plec03_G06,T26513,26/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,417,438,D
Plec05_G12,T16291,30/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,418,445,D
Plec30_E01,P.Ad-01290,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,420,450,D
Plec46_A09,P.Ad-01705,03/06/2012,Keppel Islands,Barren North,HPZ,P. maculatus,Adult,420,440,D
Plec02_G05,T26763,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,420,450,D
Plec03_C09,T33110,31/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,420,450,D
Plec06_F05,T00948,25/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,420,440,D
Plec01_B08,T26213,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,421,440,D
Plec03_A08,T25807,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,422,442,D
Plec06_H06,T00198,20/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,422,446,D
Plec05_H11,T19710,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,423,448,D
Plec02_H12,T15767,27/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,424,432,D
Plec03_C10,T19368,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,424,447,D
Plec30_G09,P.Ad-01322,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,425,452,D
Plec03_C06,T33115,31/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,425,450,D
Plec05_C04,T26264,26/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,425,445,D
Plec03_C02,T25005,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,426,454,D
Plec30_A04,P.Ad-01242,01/06/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,428,452,D
Plec30_G05,P.Ad-01318,20/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,428,451,D
Plec30_H11,P.Ad-01336,21/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,430,455,D
Plec31_B08,P.Ad-01356,20/05/2012,Keppel Islands,Humpy Passage,HPZ,P. maculatus,Adult,430,455,D
Plec01_A02,T33177,03/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,430,455,D
Plec01_B09,T33594,03/02/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,430,445,D
Plec05_G09,T01086,23/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,430,440,D
Plec06_F09,T01608,26/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,430,450,D
Plec29_H10,P.Ad-01237,22/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,431,439,D
Plec05_C06,T25318,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,431,451,D
Plec31_E05,P.Ad-01389,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,432,462,D
Plec01_C11,T26902,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,432,454,D
Plec03_F03,T26329,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,432,455,D
Plec05_C09,T19738,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,434,461,D
Plec01_C09,T19113,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,435,460,D
Plec01_E09,T26949,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,435,460,D
Plec05_G08,T16409,29/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,435,464,D
Plec02_G12,T15899,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,440,471,D
Plec05_F04,T26226,30/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,440,460,D
Plec06_H05,T00937,25/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,440,460,D
Plec01_B04,T25910,25/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,441,471,D
Plec01_H11,T32125,31/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,441,465,D
Plec03_A12,T26508,26/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,441,470,D
Plec03_B12,T25333,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,441,472,D
Plec30_H10,P.Ad-01335,21/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,443,466,D
Plec03_C07,T33105,30/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,445,465,D
Plec03_E11,T25832,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,446,470,D
Plec31_B09,P.Ad-01357,21/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,447,475,D
Plec01_H03,T25515,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,448,470,D
Plec30_H08,P.Ad-01333,21/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,449,466,D
Plec01_B02,T25384,22/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,450,475,D
Plec01_E04,T26894,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,450,470,D
Plec01_F04,T26864,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,450,472,D
Plec06_G01,T00944,25/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,450,460,D
Plec05_E01,T33340,01/02/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,451,477,D
Plec01_D06,T25686,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,452,477,D
Plec05_F06,T01700,28/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,453,477,D
Plec01_E01,T26882,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,455,474,D
Plec03_A10,T25004,22/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,455,486,D
Plec31_A01,P.Ad-01337,21/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,456,496,D
Plec03_H04,T19363,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,458,485,D
Plec01_G12,T26212,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,459,484,D
Plec30_D10,P.Ad-01287,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,460,493,D
Plec31_B12,P.Ad-01360,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,460,480,D
Plec01_F01,T26013,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,460,490,D
Plec02_D10,T00637,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,460,480,D
Plec02_G10,T16012,28/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,460,490,D
Plec06_F04,T26216,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,460,485,D
Plec03_F11,T19375,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,462,491,D
Plec05_E07,T19396,21/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,463,487,D
Plec01_B05,T19633,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,464,491,D
Plec05_D11,T26634,28/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,464,495,D
Plec01_F06,T33210,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,465,495,D
Plec01_G08,T00563,20/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,465,490,D
Plec05_B09,T19734,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,465,485,D
Plec06_F06,T01618,25/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,465,490,D
Plec30_A03,P.Ad-01241,28/05/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,466,480,D
Plec30_B07,P.Ad-01260,02/06/2012,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,466,485,D
Plec30_H07,P.Ad-01332,20/05/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,466,491,D
Plec31_C03,P.Ad-01363,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,466,497,D
Plec31_C04,P.Ad-01364,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,467,498,D
Plec05_B08,T26383,27/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,467,490,D
Plec02_F05,T25577,26/01/2008,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,469,500,D
Plec01_B12,T25664,24/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,470,495,D
Plec01_E06,T25689,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,470,500,D
Plec01_H12,T25619,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,470,500,D
Plec02_H04,T16205,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,470,510,D
Plec03_B04,T26121,25/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,470,500,D
Plec03_F05,T26769,29/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,470,495,D
Plec01_C04,T26248,30/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,473,500,D
Plec05_F01,T01795,27/11/2007,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,477,500,D
Plec01_D02,T25411,23/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,480,511,D
Plec01_G11,T00001,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,480,496,D
Plec02_B12,T00633,23/11/2007,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,480,510,D
Plec03_H05,T25214,21/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,480,518,D
Plec05_C07,T25733,25/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,480,510,D
Plec05_C08,T26536,28/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,482,506,D
Plec01_A07,T00783,21/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,485,512,D
Plec06_F03,T26874,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,485,516,D
Plec03_H02,T26327,28/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,486,512,D
Plec05_A01,T25949,26/01/2008,Keppel Islands,Clam Bay,MPZ,P. maculatus,Adult,486,512,D
Plec31_E03,P.Ad-01387,27/05/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,489,536,D
Plec30_G10,P.Ad-01323,03/06/2012,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,490,515,D
Plec03_G08,T33118,31/01/2008,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,490,520,D
Plec05_H02,T16041,29/11/2007,Keppel Islands,Halfway Green,MPZ,P. maculatus,Adult,490,500,D
Plec01_E07,T19803,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,491,520,D
Plec30_C06,P.Ad-01271,03/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,492,525,D
Plec01_D04,T26214,29/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,495,520,D
Plec01_E05,T00268,19/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,495,520,D
Plec01_E10,T19814,20/01/2008,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,499,530,D
Plec31_C02,P.Ad-01362,02/06/2012,Keppel Islands,Egg Rock,MPZ,P. maculatus,Adult,500,529,D
Plec01_A04,T00567,20/11/2007,Keppel Islands,Middle Is,MPZ,P. maculatus,Adult,500,530,D
